job_link,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type
https://www.linkedin.com/jobs/view/secret-cleared-business-analyst-at-latitude-inc-3787725881,2024-01-20 04:02:10.555393+00,t,t,f,Secret cleared Business Analyst,Latitude Inc,"Crystal City, VA",2024-01-13,Virginia,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-11076-1-at-raps-consulting-inc-3794678844,2024-01-21 07:12:54.937043+00,t,t,f,Business Analyst (11076-1),RAPS Consulting Inc,"Columbia, SC",2024-01-14,Columbia,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/payment-swift-business-analyst-at-resource-consultings-services-inc-3802412719,2024-01-19 09:45:09.215838+00,f,f,f,Payment (Swift) (Business Analyst),Resource Consultings Services Inc,"Lake Mary, FL",2024-01-16,Avondale,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/principal-business-analyst-at-nextera-energy-services-3782348472,2024-01-21 07:14:05.764432+00,t,t,f,Principal Business Analyst,NextEra Energy Services,"Riviera Beach, FL",2024-01-14,Palm Springs,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-metric5-3799945816,2024-01-19 09:45:09.215838+00,f,f,f,Business Analyst,Metric5,"Washington, DC",2024-01-16,Silver Spring,United States,Instructor Modeling,Mid senior,Onsite
https://www.linkedin.com/jobs/view/salesforce-business-analyst-at-treys-pte-ltd-3772931925,2024-01-21 07:14:35.589417+00,t,t,f,SalesForce Business Analyst,Treys Pte. Ltd.,"Washington, DC",2024-01-17,Clinton,United States,User Support Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/pricing-transparency-analyst-ctrax-senior-business-analyst-at-cerecore-3794070017,2024-01-20 15:31:23.342883+00,t,t,f,Pricing Transparency Analyst/CTrax Senior Business Analyst,CereCore,"Brentwood, TN",2024-01-13,Nashville,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/solution-lead-business-analyst-at-nr-consulting-3762819450,2024-01-21 07:15:01.792524+00,t,t,f,Solution Lead / Business Analyst,NR Consulting,"Boulder, CO",2024-01-14,Longmont,United States,Economist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-kforce-inc-3795109205,2024-01-19 09:45:09.215838+00,f,f,f,Business Analyst,Kforce Inc,"Fort Washington, PA",2024-01-16,Norristown,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-iii-information-governance-tech-specialist-at-spectraforce-3765335850,2024-01-20 02:42:21.486416+00,t,t,f,Business Analyst III / Information Governance Tech Specialist,SPECTRAFORCE,"Cupertino, CA",2024-01-16,Hayward,United States,Market-Research Analyst I,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-finance-at-kennesaw-state-university-3786446125,2024-01-19 09:45:09.215838+00,f,f,f,"Business Analyst, Finance",Kennesaw State University,"Kennesaw, GA",2024-01-15,Smyrna,United States,Chief Bank Examiner,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jde-business-analyst-supply-chain-at-laticrete-international-3775656771,2024-01-19 15:50:05.027165+00,t,t,f,JDE Business Analyst (Supply Chain),LATICRETE International,"Hialeah, FL",2024-01-14,Coral Gables,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-mobile-network-background-at-futran-solutions-3793656772,2024-01-20 05:04:17.567348+00,t,t,f,Business Analyst - Mobile Network Background,Futran Solutions,"Denver, CO",2024-01-16,Aurora,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jde-business-analyst-supply-chain-at-laticrete-international-3775659433,2024-01-21 00:08:57.731015+00,t,t,f,JDE Business Analyst (Supply Chain),LATICRETE International,"Ohio, United States",2024-01-16,Genoa,United States,Orchestrator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/banner-business-analyst-at-dice-3805949200,2024-01-21 07:18:44.757564+00,t,t,f,Banner Business Analyst,Dice,"Columbia, SC",2024-01-14,Columbia,United States,Management Analyst,Mid senior,Onsite
https://au.linkedin.com/jobs/view/ict-business-analyst-at-lvt-people-3802176731,2024-01-19 12:40:17.753494+00,t,t,f,ICT Business Analyst,LVT People,"Millers Point, New South Wales, Australia",2024-01-16,Parramatta,Australia,Instructor Business Education,Mid senior,Onsite
https://ca.linkedin.com/jobs/view/principal-business-analyst-at-sysco-canada-inc-3797038249,2024-01-19 14:41:12.654621+00,t,t,f,Principal Business Analyst,Sysco Canada Inc.,"Peterborough, Ontario, Canada",2024-01-14,Kawartha Lakes,Canada,Director Social,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-consultant-at-jobs-for-humanity-3805386745,2024-01-19 22:20:02.392501+00,t,t,f,Business Analyst Consultant,Jobs for Humanity,"Boston, MA",2024-01-16,Boston,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/quality-business-analyst-north-hollywood-ca-91605-at-estaffing-inc-3789091014,2024-01-20 00:56:47.308579+00,t,t,f,"Quality Business Analyst_ North Hollywood, CA 91605",eStaffing Inc.,"Los Angeles, CA",2024-01-13,Pasadena,United States,Consultant Education,Associate,Onsite
https://www.linkedin.com/jobs/view/division-business-analyst-at-lennar-3712735014,2024-01-21 01:02:58.420664+00,t,t,f,Division Business Analyst,Lennar,"Columbia, MD",2024-01-14,Catonsville,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-business-analyst-business-underwriting-loss-mitigation-at-capital-one-3774773894,2024-01-21 04:07:58.776216+00,t,t,f,Senior Business Analyst - Business Underwriting & Loss Mitigation,Capital One,"Plano, TX",2024-01-15,Garland,United States,Color Maker,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-immediate-placement-at-dice-3805946503,2024-01-19 18:29:19.98908+00,t,t,f,Business Analyst - Immediate placement,Dice,"Tallahassee, FL",2024-01-13,Tallahassee,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/financial-and-business-analyst-with-security-clearance-at-clearancejobs-3800151779,2024-01-19 17:53:32.106548+00,t,t,f,Financial and Business Analyst with Security Clearance,ClearanceJobs,"Washington, DC",2024-01-15,Bowie,United States,Chief Bank Examiner,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jde-business-analyst-supply-chain-at-laticrete-international-3793421130,2024-01-21 07:44:10.890116+00,t,t,f,JDE Business Analyst (Supply Chain),LATICRETE International,Oklahoma City Metropolitan Area,2024-01-14,Arcadia,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-ii-at-gesa-credit-union-3802812080,2024-01-20 02:54:49.250651+00,t,t,f,Business Analyst II,Gesa Credit Union,"Richland, WA",2024-01-14,Kennewick,United States,Economist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-business-analyst-at-elevance-health-3799248706,2024-01-21 13:09:44.689761+00,t,t,f,Senior Business Analyst,Elevance Health,"Indianapolis, IN",2024-01-13,Plainfield,United States,Quality Assurance Analyst,Mid senior,Onsite
https://ca.linkedin.com/jobs/view/business-analyst-i-or-ii-opl-fr-at-intact-3807202406,2024-01-21 13:10:55.385077+00,t,t,f,"Business Analyst I or II, OPL_fr",Intact,"Montreal, Quebec, Canada",2024-01-16,Laval,Canada,Market-Research Analyst I,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-vsg-business-solutions-3793578058,2024-01-21 13:11:19.356917+00,t,t,f,Business Analyst,VSG Business Solutions,"New York, NY",2024-01-13,Levittown,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/manufacturing-it-business-analyst-at-pella-corporation-3758969277,2024-01-20 04:08:54.025304+00,t,t,f,Manufacturing IT Business Analyst,Pella Corporation,"Portland, OR",2024-01-13,Oregon,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-business-analyst-fraud-strategy-analytics-at-capital-one-3774775644,2024-01-21 13:12:35.985689+00,t,t,f,Senior Business Analyst - Fraud Strategy & Analytics,Capital One,"Richmond, VA",2024-01-15,Vermillion,United States,Display Maker,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-caci-international-inc-3761294491,2024-01-19 23:44:40.173876+00,t,t,f,Business Analyst,CACI International Inc,"State Farm, VA",2024-01-16,Montpelier,United States,Market-Research Analyst I,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-financial-business-analyst-tax-technology-at-ey-3774205643,2024-01-19 13:59:47.30273+00,t,t,f,Senior Financial Business Analyst - Tax Technology,EY,"Alpharetta, GA",2024-01-16,Atlanta,United States,Reports Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dice-3805940930,2024-01-20 03:18:03.658154+00,t,t,f,Business Analyst,Dice,"St Paul, MN",2024-01-13,Hastings,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/program-control-business-analyst-journeyman-at-ipta-3779314402,2024-01-20 03:20:32.133177+00,t,t,f,Program Control Business Analyst Journeyman,IPTA,"Redstone Arsenal, AL",2024-01-14,Huntsville,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/guidewire-business-analyst-senior-associate-at-pwc-3801106482,2024-01-21 07:22:57.70427+00,t,t,f,Guidewire Business Analyst - Senior Associate,PwC,"Los Angeles, CA",2024-01-14,West Covina,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/it-business-analyst-at-robert-half-3793844311,2024-01-21 08:10:49.578172+00,t,t,f,IT Business Analyst,Robert Half,"Jacksonville, FL",2024-01-13,Jacksonville,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/sales-business-analyst-at-republic-national-distributing-company-3786346984,2024-01-21 00:28:28.522392+00,t,t,f,Sales Business Analyst,Republic National Distributing Company,"Concord, NH",2024-01-14,Laconia,United States,Consultant Education,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-ii-at-interstate-batteries-3784949839,2024-01-21 07:24:13.138011+00,t,t,f,Business Analyst II,Interstate Batteries,"Dallas, TX",2024-01-13,Garland,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/dshs-tia-it-business-analyst-senior-specialist-at-washington-state-department-of-social-and-health-services-3797723718,2024-01-20 13:12:00.730244+00,t,t,f,DSHS TIA IT Business Analyst - Senior Specialist,Washington State Department of Social and Health Services,"Olympia, WA",2024-01-14,Centralia,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/hris-business-analyst-at-iss-facility-services-north-america-3804091433,2024-01-21 07:46:10.460853+00,t,t,f,HRIS Business Analyst,ISS Facility Services - North America,"San Antonio, TX",2024-01-13,San Antonio,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jde-business-analyst-supply-chain-at-laticrete-international-3775661034,2024-01-20 13:46:18.753479+00,t,t,f,JDE Business Analyst (Supply Chain),LATICRETE International,"Texas, United States",2024-01-16,Texas,United States,Orchestrator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-tata-consultancy-services-3768828313,2024-01-20 00:46:17.590734+00,t,t,f,Business Analyst,Tata Consultancy Services,"Malvern, PA",2024-01-14,Pottstown,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/technical-business-analyst-at-dice-3804442549,2024-01-21 13:18:28.680745+00,t,t,f,Technical Business Analyst,Dice,"Willingboro Township, NJ",2024-01-14,Bordentown,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-virginia-beach-va-with-security-clearance-at-clearancejobs-3798998771,2024-01-19 11:30:25.400947+00,t,t,f,"Business Analyst - Virginia Beach, VA with Security Clearance",ClearanceJobs,"Virginia Beach, VA",2024-01-16,Norfolk,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/transportation-systems-business-analyst-at-eteam-3571648075,2024-01-21 07:46:40.449037+00,t,t,f,Transportation Systems Business analyst,eTeam,"Somerset, NJ",2024-01-14,Bound Brook,United States,Systems Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-business-analyst-at-planet-pharma-3799960674,2024-01-19 09:45:09.215838+00,t,t,f,Senior Business Analyst,Planet Pharma,"Irvine, CA",2024-01-13,San Juan Capistrano,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-compu-vision-consulting-inc-3768050175,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Compu-Vision Consulting Inc.,"Chicago, IL",2024-01-13,Chicago,United States,Consultant Education,Associate,Onsite
https://www.linkedin.com/jobs/view/senior-business-analyst-remote-at-carefirst-bluecross-blueshield-3780246632,2024-01-19 09:45:09.215838+00,t,t,f,Senior Business Analyst (Remote),CareFirst BlueCross BlueShield,Washington DC-Baltimore Area,2024-01-13,Washington,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-with-human-services-child-care-at-techtammina-llc-3793673755,2024-01-21 07:25:48.109885+00,t,t,f,"Business Analyst with Human Services, Child Care",TechTammina LLC,"Albany, NY",2024-01-14,Cohoes,United States,Vendor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-cbap-certified-at-acs-consultancy-services-inc-3736037894,2024-01-19 09:45:09.215838+00,t,t,f,BUSINESS Analyst (CBAP certified),"ACS Consultancy Services, Inc","Albany, NY",2024-01-13,Cohoes,United States,Economist,Associate,Onsite
https://www.linkedin.com/jobs/view/jde-business-analyst-supply-chain-at-laticrete-international-3775656781,2024-01-19 09:45:09.215838+00,t,t,f,JDE Business Analyst (Supply Chain),LATICRETE International,"Streamwood, IL",2024-01-13,Rutland,United States,Economist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/salesforce-business-analyst-at-girikon-3795959497,2024-01-19 09:45:09.215838+00,t,t,f,Salesforce Business Analyst,Girikon,"Dallas, TX",2024-01-13,Denton,United States,Management Analyst,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/business-analyst-at-sparta-global-3789022150,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Sparta Global,"Slough, England, United Kingdom",2024-01-13,High Wycombe,United Kingdom,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-ekodus-3779632615,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Ekodus,"Chicago, IL",2024-01-13,Chicago,United States,Management Analyst,Mid senior,Onsite
https://ca.linkedin.com/jobs/view/business-analyst-at-localcoin-3802809294,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Localcoin,"Toronto, Ontario, Canada",2024-01-13,Sarnia-Clearwater,Canada,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-nordic-global-3733742129,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Nordic Global,"Madison, WI",2024-01-13,Wisconsin,United States,Job Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-baker-hill-3735234720,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Baker Hill,"Carmel, IN",2024-01-13,Indiana,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-stellent-it-3793662258,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Stellent IT,"Cincinnati, OH",2024-01-13,Cincinnati,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-robert-half-3803472470,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Robert Half,"Saco, ME",2024-01-13,Maine,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-rigil-3795960465,2024-01-19 11:15:49.804368+00,t,t,f,Business Analyst,Rigil,"Chantilly, VA",2024-01-13,Manassas,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-abbott-3789170853,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Abbott,"Columbus, OH",2024-01-13,Columbus,United States,Consultant Education,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-ekodus-3793674080,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Ekodus,"Bronx, NY",2024-01-13,Nyack,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-nr-consulting-3762814891,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,NR Consulting,"Pleasanton, CA",2024-01-13,Santa Clara,United States,Job Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-i-at-prime-healthcare-3798106630,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst I,Prime Healthcare,"Ontario, CA",2024-01-13,Pomona,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-kla-3702389842,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,KLA,"Ann Arbor, MI",2024-01-13,Michigan,United States,Consultant Education,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-rit-solutions-inc-3781174237,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,"RIT Solutions, Inc.","Dover, DE",2024-01-13,Bridgeton,United States,Economist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-robert-half-3797712895,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Robert Half,"Dublin, OH",2024-01-13,Columbus,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dsi-3770806501,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,DSI,"Richardson, TX",2024-01-13,Garland,United States,Management Analyst,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dice-3804442536,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,Dice,"Austin, TX",2024-01-13,Austin,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-consultnet-3762470717,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,ConsultNet,"Salt Lake City, UT",2024-01-13,Layton,United States,Job Analyst,Mid senior,Onsite
https://ca.linkedin.com/jobs/view/senior-business-analyst-at-teema-3796321132,2024-01-19 23:03:15.239559+00,t,t,f,Senior Business Analyst,TEEMA,"Winnipeg, Manitoba, Canada",2024-01-14,Manitoba,Canada,Economist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dice-3805942861,2024-01-19 23:03:27.026161+00,t,t,f,Business Analyst,Dice,"Trenton, NJ",2024-01-14,Trenton,United States,Job Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-ii-at-winmax-3793663850,2024-01-20 00:33:15.668775+00,t,t,f,Business Analyst II,WinMax,"Miami, FL",2024-01-13,Hialeah,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-squad-techlab-3767819147,2024-01-19 09:45:09.215838+00,t,t,f,Business Analyst,SQUAD Techlab,"Tallahassee, FL",2024-01-13,Tallahassee,United States,Developer,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-mid-secret-clearance-required-at-chenega-mios-sbu-3800468770,2024-01-19 11:57:37.696721+00,t,t,f,"Business Analyst, Mid (Secret Clearance Required)",Chenega MIOS SBU,"Stafford, VA",2024-01-14,Manassas,United States,Screen Operator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-with-payments-experience-jersey-city-nj-at-the-dignify-solutions-llc-3798616079,2024-01-19 12:05:35.893315+00,t,t,f,"Business Analyst With Payments Experience -Jersey City, NJ","The Dignify Solutions, LLC","Jersey City, NJ",2024-01-16,Bayonne,United States,Instructor Business Education,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-repay-realtime-electronic-payments-3802373706,2024-01-19 12:07:17.683321+00,t,t,f,Business Analyst,REPAY - Realtime Electronic Payments,"Tempe, AZ",2024-01-15,Chandler,United States,Air Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-commercial-credit-risk-at-dice-3805947215,2024-01-19 12:09:49.633776+00,t,t,f,Business Analyst (Commercial credit risk),Dice,"Washington, DC",2024-01-15,Dunkirk,United States,Chief Bank Examiner,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dice-3804441288,2024-01-19 12:11:10.780052+00,t,t,f,Business Analyst,Dice,"Jacksonville, FL",2024-01-13,Jacksonville,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-jobot-3804688239,2024-01-19 12:11:14.214981+00,t,t,f,Business Analyst,Jobot,"Omaha, NE",2024-01-13,Nebraska,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/erp-fin-business-analyst-at-hexaware-technologies-3802120935,2024-01-19 12:12:43.155941+00,t,t,f,ERP Fin Business Analyst,Hexaware Technologies,"Perrysburg, OH",2024-01-14,Toledo,United States,Economist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-ceres-group-3581035722,2024-01-19 12:18:21.959961+00,t,t,f,Business Analyst,CERES Group,"Cambridge, MA",2024-01-14,Boston,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-it-business-analyst-10%2B-years-of-experience-at-dice-3802937538,2024-01-19 12:18:35.554791+00,t,t,f,"Senior IT Business Analyst (10+ Years of Experience)""",Dice,"Lansing, MI",2024-01-17,East Lansing,United States,Supervisor Processing,Mid senior,Onsite
https://ca.linkedin.com/jobs/view/technical-business-analyst-at-region-4-esc-3784201065,2024-01-19 12:18:50.422322+00,t,t,f,Technical Business Analyst,Region 4 ESC,"Region 4, Northwest Territories, Canada",2024-01-14,Delta,Canada,Job Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/sr-financial-business-analyst-at-jobot-3804686432,2024-01-19 12:19:57.826395+00,t,t,f,Sr Financial Business Analyst,Jobot,"Alpharetta, GA",2024-01-14,Smyrna,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dice-3805951241,2024-01-19 12:21:50.420841+00,t,t,f,Business Analyst,Dice,"Raleigh, NC",2024-01-16,Raleigh,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-expert-h-f-vannes-at-groupe-cr%C3%A9dit-agricole-3799110559,2024-01-19 12:25:52.42331+00,t,t,f,Business Analyst Expert H/F - Vannes,Groupe Crédit Agricole,"Wilmington, DE",2024-01-14,Delaware,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/sap-business-analyst-%C2%96-fico-at-the-dignify-solutions-llc-3768004942,2024-01-19 12:26:21.917396+00,t,t,f,SAP Business Analyst  FICO,"The Dignify Solutions, LLC","Columbus, MS",2024-01-13,Mississippi,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-it-business-analyst-at-intepros-3765370350,2024-01-19 12:28:37.279268+00,t,t,f,Senior IT Business Analyst,IntePros,"Northridge, CA",2024-01-13,Malibu,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/information-technology-business-analyst-at-insight-global-3799979070,2024-01-19 12:29:48.708277+00,t,t,f,Information Technology Business Analyst,Insight Global,Oklahoma City Metropolitan Area,2024-01-14,Midwest City,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-erp-business-analyst-at-upside-foods-3773997002,2024-01-19 12:35:10.952201+00,t,t,f,Senior ERP Business Analyst,UPSIDE Foods,"Glenview, IL",2024-01-14,Libertyville,United States,Job Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/technical-business-analyst-at-e-it-3793654985,2024-01-19 12:35:41.419898+00,t,t,f,Technical Business Analyst,E-IT,"Universal City, CA",2024-01-13,Santa Clarita,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jd-edwards-business-analyst-at-laticrete-international-3660449299,2024-01-19 12:37:23.880114+00,t,t,f,JD Edwards Business Analyst,LATICRETE International,"Chehalis, WA",2024-01-14,Centralia,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-sdlc-agile-insurance-claims-p-c-at-phaxis-3794928992,2024-01-19 12:42:09.403515+00,t,t,f,"Business Analyst (SDLC, Agile) - Insurance Claims (P&C)",Phaxis,"New York, NY",2024-01-14,Fort Lee,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jd-edwards-business-analyst-at-laticrete-international-3660443870,2024-01-19 12:49:54.055329+00,t,t,f,JD Edwards Business Analyst,LATICRETE International,"Panama City, FL",2024-01-14,Panama City,United States,Consultant Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/it-business-analyst-at-berner-food-beverage-3790339304,2024-01-19 12:51:40.559083+00,t,t,f,IT Business Analyst,Berner Food & Beverage,"Dakota, IL",2024-01-14,Illinois,United States,Quality Assurance Analyst,Associate,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-dice-3805948171,2024-01-19 12:51:39.04557+00,t,t,f,Business Analyst,Dice,"Austin, TX",2024-01-16,Austin,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/loaniq-business-analyst-at-dice-3805522130,2024-01-19 12:53:01.684265+00,t,t,f,LoanIQ Business Analyst,Dice,"Irving, TX",2024-01-16,Dallas,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/senior-information-technology-business-analyst-at-lhh-3800279104,2024-01-19 12:55:28.236673+00,t,t,f,Senior Information Technology Business Analyst,LHH,"Atlanta, GA",2024-01-14,East Point,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/salesforce-business-analyst-hybrid-w2-at-dice-3805950099,2024-01-19 12:55:49.992391+00,t,t,f,Salesforce Business Analyst - HYBRID - W2,Dice,"Chicago, IL",2024-01-14,East Chicago,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-piper-companies-3785624602,2024-01-19 12:58:22.430198+00,t,t,f,Business Analyst,Piper Companies,"Philadelphia, PA",2024-01-14,Philadelphia,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-sentara-health-3805487611,2024-01-19 13:07:12.837846+00,t,t,f,Business Analyst,Sentara Health,"Norfolk, VA",2024-01-16,Carrollton,United States,Instructor Business Education,Mid senior,Onsite
https://www.linkedin.com/jobs/view/salesforce-business-analyst-local-to-ma-12-yrs-%2B-exp-only-at-dice-3805945556,2024-01-19 13:07:34.543504+00,t,t,f,Salesforce Business Analyst-Local to MA 12 Yrs + exp only,Dice,"Boston, MA",2024-01-16,Beverly,United States,Reports Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jd-edwards-business-analyst-at-laticrete-international-3684521325,2024-01-19 13:10:57.896276+00,t,t,f,JD Edwards Business Analyst,LATICRETE International,"South Carolina, United States",2024-01-14,Columbia,United States,Quality Assurance Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/business-analyst-at-akube-inc-3799935807,2024-01-19 13:11:08.695785+00,t,t,f,Business Analyst,aKube Inc,"Culver City, CA",2024-01-13,Malibu,United States,Management Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/jde-business-analyst-supply-chain-at-laticrete-international-3775661032,2024-01-19 13:16:52.050162+00,t,t,f,JDE Business Analyst (Supply Chain),LATICRETE International,"District of Columbia, United States",2024-01-16,Alexandria,United States,Orchestrator,Mid senior,Onsite
